Transaction Type Index,Transaction Name,Start Time (microseconds),Latency (microseconds),Worker Id (start number),Phase Id (index in config file)
2,Payment,1777781613.017451,937,0,1
2,Payment,1777781613.018412,769,0,1
2,Payment,1777781613.019203,1426,0,1
1,NewOrder,1777781613.020652,1791,0,1
1,NewOrder,1777781613.022474,7107,0,1
1,NewOrder,1777781613.029614,3674,0,1
2,Payment,1777781613.033314,1455,0,1
2,Payment,1777781613.034794,1393,0,1
1,NewOrder,1777781613.036212,2530,0,1
1,NewOrder,1777781613.038769,3083,0,1
2,Payment,1777781613.041881,953,0,1
3,OrderStatus,1777781613.042857,2779,0,1
2,Payment,1777781613.045662,1233,0,1
5,StockLevel,1777781613.046921,787,0,1
1,NewOrder,1777781613.047729,3072,0,1
2,Payment,1777781613.050832,1680,0,1
1,NewOrder,1777781613.052541,3491,0,1
1,NewOrder,1777781613.056063,8183,0,1
1,NewOrder,1777781613.064290,2211,0,1
1,NewOrder,1777781613.066530,2508,0,1
1,NewOrder,1777781613.069064,2862,0,1
1,NewOrder,1777781613.071950,2017,0,1
2,Payment,1777781613.073993,2001,0,1
2,Payment,1777781613.076021,861,0,1
1,NewOrder,1777781613.076904,3619,0,1
2,Payment,1777781613.080547,1584,0,1
1,NewOrder,1777781613.082156,1712,0,1
2,Payment,1777781613.083892,2248,0,1
1,NewOrder,1777781613.086167,6728,0,1
1,NewOrder,1777781613.092929,2083,0,1
2,Payment,1777781613.095037,2404,0,1
1,NewOrder,1777781613.097488,2855,0,1
2,Payment,1777781613.100368,2440,0,1
1,NewOrder,1777781613.102834,2793,0,1
1,NewOrder,1777781613.105650,1983,0,1
2,Payment,1777781613.107658,2101,0,1
5,StockLevel,1777781613.109789,1027,0,1
2,Payment,1777781613.110837,1873,0,1
1,NewOrder,1777781613.112895,4005,0,1
1,NewOrder,1777781613.117041,2078,0,1
4,Delivery,1777781613.119144,6760,0,1
4,Delivery,1777781613.125937,7777,0,1
2,Payment,1777781613.133744,1198,0,1
1,NewOrder,1777781613.134968,4367,0,1
1,NewOrder,1777781613.139363,5364,0,1
1,NewOrder,1777781613.144758,3388,0,1
1,NewOrder,1777781613.148174,2649,0,1
2,Payment,1777781613.150848,1800,0,1
1,NewOrder,1777781613.152673,3285,0,1
1,NewOrder,1777781613.155999,2091,0,1
1,NewOrder,1777781613.158114,4651,0,1
1,NewOrder,1777781613.162810,1790,0,1
5,StockLevel,1777781613.164624,823,0,1
2,Payment,1777781613.165492,2035,0,1
1,NewOrder,1777781613.167551,3945,0,1
1,NewOrder,1777781613.171626,2907,0,1
1,NewOrder,1777781613.174557,2185,0,1
2,Payment,1777781613.176770,2962,0,1
2,Payment,1777781613.180047,1333,0,1
1,NewOrder,1777781613.181587,3252,0,1
3,OrderStatus,1777781613.184940,1490,0,1
1,NewOrder,1777781613.186451,4642,0,1
5,StockLevel,1777781613.191122,995,0,1
1,NewOrder,1777781613.192138,9577,0,1
2,Payment,1777781613.201845,3767,0,1
1,NewOrder,1777781613.205639,3469,0,1
2,Payment,1777781613.209131,1767,0,1
1,NewOrder,1777781613.210922,5088,0,1
2,Payment,1777781613.216034,1287,0,1
1,NewOrder,1777781613.217342,3218,0,1
2,Payment,1777781613.220581,1754,0,1
2,Payment,1777781613.222356,13453,0,1
1,NewOrder,1777781613.235842,7180,0,1
1,NewOrder,1777781613.243050,9070,0,1
1,NewOrder,1777781613.252147,5018,0,1
2,Payment,1777781613.257207,1834,0,1
4,Delivery,1777781613.259064,11444,0,1
2,Payment,1777781613.270535,1774,0,1
2,Payment,1777781613.272564,17373,0,1
1,NewOrder,1777781613.290148,4413,0,1
2,Payment,1777781613.294741,3409,0,1
1,NewOrder,1777781613.298193,3797,0,1
2,Payment,1777781613.302017,1995,0,1
1,NewOrder,1777781613.304034,19978,0,1
1,NewOrder,1777781613.324046,2583,0,1
5,StockLevel,1777781613.326655,976,0,1
1,NewOrder,1777781613.327649,2147,0,1
1,NewOrder,1777781613.329818,2797,0,1
2,Payment,1777781613.332637,1095,0,1
5,StockLevel,1777781613.333753,738,0,1
2,Payment,1777781613.334509,1543,0,1
1,NewOrder,1777781613.336074,1677,0,1
1,NewOrder,1777781613.337771,1935,0,1
1,NewOrder,1777781613.339727,3325,0,1
2,Payment,1777781613.343073,744,0,1
1,NewOrder,1777781613.343839,6664,0,1
2,Payment,1777781613.350524,722,0,1
1,NewOrder,1777781613.351267,1804,0,1
2,Payment,1777781613.353091,1159,0,1
4,Delivery,1777781613.354269,5948,0,1
1,NewOrder,1777781613.360241,2570,0,1
1,NewOrder,1777781613.362833,2394,0,1
1,NewOrder,1777781613.365247,3007,0,1
2,Payment,1777781613.368275,1359,0,1
2,Payment,1777781613.369656,631,0,1
1,NewOrder,1777781613.370308,2144,0,1
2,Payment,1777781613.372486,1254,0,1
1,NewOrder,1777781613.373761,2293,0,1
4,Delivery,1777781613.376076,6869,0,1
1,NewOrder,1777781613.382973,2595,0,1
2,Payment,1777781613.385607,818,0,1
2,Payment,1777781613.386446,1147,0,1
1,NewOrder,1777781613.387620,1836,0,1
1,NewOrder,1777781613.389499,2470,0,1
1,NewOrder,1777781613.391994,2202,0,1
